name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Waldemar Anton,Germany,Borussia Dortmund,Bundesliga,0.9224,0.5333,0.0,47.56,47.56,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,153,0,0,0
Arda Guler,TÃÂ¼rkiye,Real Madrid,La Liga,0.9388,0.5,0.0,47.55,47.55,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,156,0,0,0
Idrissa Gueye,Senegal,Everton,PL,0.8846,0.6067,0.0,47.52,47.52,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,157,0,0,0
Iliman Ndiaye,Senegal,Everton,PL,0.8846,0.6067,0.0,47.52,47.52,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,157,0,0,0
Khalil Ayari,Tunisia,Paris St-Germain,Ligue 1,0.8742,0.6267,0.0,47.5,47.5,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,159,0,0,0
Malo Gusto,France,Chelsea,PL,0.8875,0.6,0.0,47.5,47.5,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,159,0,0,0
David Affengruber,Austria,Elche,Outside Top 5,0.9346,0.5,0.0,47.38,47.38,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,161,0,0,0
Wataru Endo,Japan,Liverpool,PL,0.921,0.5267,0.0,47.37,47.37,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,162,0,0,0
Bart Verbruggen,Netherlands,Brighton,PL,0.9064,0.5533,0.0,47.32,47.32,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,164,0,0,0
Mats Wieffer,Netherlands,Brighton,PL,0.9064,0.5533,0.0,47.32,47.32,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,164,0,0,0
Jan Paul van Hecke,Netherlands,Brighton,PL,0.9064,0.5533,0.0,47.32,47.32,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,164,0,0,0
Timothy Castagne,Belgium,Fulham,PL,0.9015,0.56,0.0,47.26,47.26,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,166,0,0,0
Jose Maria Gimenez,Uruguay,Atletico Madrid,La Liga,0.9301,0.5,0.0,47.2,47.2,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,167,0,0,0
Jonathan David,Canada,Juventus,serie A,0.8758,0.6067,0.0,47.17,47.17,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,169,0,0,0
Ricardo Rodriguez,Switzerland,Real Betis,La Liga,0.9226,0.5133,0.0,47.17,47.17,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,169,0,0,0
Eray Comert,Switzerland,Valencia,La Liga,0.9225,0.5133,0.0,47.17,47.17,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,169,0,0,0
Pape Gueye,Senegal,Villarreal,La Liga,0.8758,0.6067,0.0,47.16,47.16,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,171,0,0,0
David Raum,Germany,RB Leipzig,Bundesliga,0.9102,0.5333,0.0,47.07,47.07,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,172,0,0,0
Moise Bombito,Canada,Nice,Ligue 1,0.8732,0.6067,0.0,47.06,47.06,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,175,0,0,0
William Saliba,France,Arsenal,PL,0.8766,0.6,0.0,47.06,47.06,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,175,0,0,0
Marco Friedl,Austria,Werder Bremen,Bundesliga,0.9266,0.5,0.0,47.06,47.06,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,175,0,0,0
Romano Schmid,Austria,Werder Bremen,Bundesliga,0.9266,0.5,0.0,47.06,47.06,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,175,0,0,0
Aaron Hickey,Scotland,Brentford,PL,0.9566,0.44,0.0,47.06,47.06,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,175,0,0,0
Nicolas Jackson,Senegal,Bayern Munich,Bundesliga,0.8723,0.6067,0.0,47.02,47.02,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,178,0,0,0
Bara Ndiaye,Senegal,Bayern Munich,Bundesliga,0.8723,0.6067,0.0,47.02,47.02,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,178,0,0,0
Neil El Aynaoui,Morocco,Roma,serie A,0.8545,0.64,0.0,46.98,46.98,Como (serie A): 0.97 | Manchester City (PL): 0.963,180,0,0,0
Facundo Medina,Argentina,Marseille,Ligue 1,0.9405,0.4667,0.0,46.96,46.96,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,182,0,0,0
Leonardo Balerdi,Argentina,Marseille,Ligue 1,0.9405,0.4667,0.0,46.96,46.96,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,182,0,0,0
Geronimo Rulli,Argentina,Marseille,Ligue 1,0.9405,0.4667,0.0,46.96,46.96,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,182,0,0,0
Che Adams,Scotland,Torino,serie A,0.9539,0.44,0.0,46.95,46.95,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,184,0,0,0
Patrick Wimmer,Austria,Wolfsburg,Bundesliga,0.923,0.5,0.0,46.92,46.92,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,185,0,0,0
Kenan Yildiz,TÃÂ¼rkiye,Juventus,serie A,0.922,0.5,0.0,46.88,46.88,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,186,0,0,0
Andrej Kramaric,Croatia,Hoffenheim,Bundesliga,0.9151,0.5133,0.0,46.87,46.87,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,187,0,0,0
Maxim de Cuyper,Belgium,Brighton,PL,0.8912,0.56,0.0,46.85,46.85,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,188,0,0,0
Bukayo Saka,England,Arsenal,PL,0.8736,0.5933,0.0,46.81,46.81,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,190,0,0,0
Declan Rice,England,Arsenal,PL,0.8736,0.5933,0.0,46.81,46.81,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,190,0,0,0
Eberechi Eze,England,Arsenal,PL,0.8736,0.5933,0.0,46.81,46.81,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,190,0,0,0
Noni Madueke,England,Arsenal,PL,0.8736,0.5933,0.0,46.81,46.81,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,190,0,0,0
Ellyes Skhiri,Tunisia,Eintracht Frankfurt,Bundesliga,0.8566,0.6267,0.0,46.8,46.8,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,193,0,0,0
Alexander Prass,Austria,Hoffenheim,Bundesliga,0.9197,0.5,0.0,46.79,46.79,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,194,0,0,0
David Alaba,Austria,Real Madrid,La Liga,0.9195,0.5,0.0,46.78,46.78,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,195,0,0,0
Ferdi Kadioglu,TÃÂ¼rkiye,Brighton,PL,0.9196,0.5,0.0,46.78,46.78,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,195,0,0,0
Deiver Machado,Colombia,Nantes,Ligue 1,0.9721,0.3933,0.0,46.75,46.75,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,197,0,0,0
Aurele Amenda,Switzerland,Eintracht Frankfurt,Bundesliga,0.9116,0.5133,0.0,46.73,46.73,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,198,0,0,0
Igor Matanovic,Croatia,Freiburg,Bundesliga,0.9114,0.5133,0.0,46.72,46.72,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,199,0,0,0
Pedro Neto,Portugal,Chelsea,PL,0.9015,0.5333,0.0,46.72,46.72,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,199,0,0,0
Tajon Buchanan,Canada,Villarreal,La Liga,0.8629,0.6067,0.0,46.65,46.65,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,202,0,0,0
Tani Oluwaseyi,Canada,Villarreal,La Liga,0.8629,0.6067,0.0,46.65,46.65,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,202,0,0,0
Kristoffer Ajer,Norway,Brentford,PL,0.8596,0.6133,0.0,46.65,46.65,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,202,0,0,0
Nathan Patterson,Scotland,Everton,PL,0.9457,0.44,0.0,46.63,46.63,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,204,0,0,0
Angus Gunn,Scotland,Nottingham Forest,PL,0.9458,0.44,0.0,46.63,46.63,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,204,0,0,0
Sander Berge,Norway,Fulham,PL,0.8584,0.6133,0.0,46.6,46.6,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,206,0,0,0
Oscar Bobb,Norway,Fulham,PL,0.8584,0.6133,0.0,46.6,46.6,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,206,0,0,0
Marcus Holmgren Pedersen,Norway,Torino,serie A,0.858,0.6133,0.0,46.59,46.59,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,208,0,0,0
Bamba Dieng,Senegal,Lorient,Outside Top 5,0.8598,0.6067,0.0,46.53,46.53,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,209,0,0,0
Borja Iglesias,Spain,Celta Vigo,La Liga,0.8508,0.62,0.0,46.43,46.43,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,210,0,0,0
Obed Vargas,Mexico,Atletico Madrid,La Liga,0.8393,0.64,0.0,46.37,46.37,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,211,0,0,0
Johan Mojica,Colombia,Mallorca,La Liga,0.9613,0.3933,0.0,46.32,46.32,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,212,0,0,0
Nico Paz,Argentina,Como,serie A,0.9245,0.4667,0.0,46.31,46.31,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,213,0,0,0
Martin Zubimendi,Spain,Arsenal,PL,0.8476,0.62,0.0,46.3,46.3,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,215,0,0,0
Mikel Merino,Spain,Arsenal,PL,0.8476,0.62,0.0,46.3,46.3,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,215,0,0,0
David Raya,Spain,Arsenal,PL,0.8476,0.62,0.0,46.3,46.3,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,215,0,0,0
Ezequiel Palacios,Argentina,Bayer Leverkusen,Bundesliga,0.9237,0.4667,0.0,46.28,46.28,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,217,0,0,0
Kai Havertz,Germany,Arsenal,PL,0.8903,0.5333,0.0,46.28,46.28,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,217,0,0,0
Isak Hien,Sweden,Atalanta,serie A,0.869,0.5733,0.0,46.23,46.23,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,219,0,0,0
Moises Caicedo,Ecuador,Chelsea,PL,0.7624,0.7867,0.0,46.23,46.23,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,219,0,0,0
Kim Min-jae,South Korea,Bayern Munich,Bundesliga,0.8938,0.52,0.0,46.15,46.15,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,221,0,0,0
Ezri Konsa,England,Aston Villa,PL,0.8564,0.5933,0.0,46.12,46.12,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,223,0,0,0
Ollie Watkins,England,Aston Villa,PL,0.8564,0.5933,0.0,46.12,46.12,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,223,0,0,0
Morgan Rogers,England,Aston Villa,PL,0.8564,0.5933,0.0,46.12,46.12,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,223,0,0,0
Brian Brobbey,Netherlands,Sunderland,Outside Top 5,0.8722,0.5533,0.0,45.95,45.95,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,225,0,0,0
Robin Roefs,Netherlands,Sunderland,Outside Top 5,0.8722,0.5533,0.0,45.95,45.95,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,225,0,0,0
Lucas Digne,France,Aston Villa,PL,0.8483,0.6,0.0,45.93,45.93,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,227,0,0,0
Federico Vinas,Uruguay,Real Oviedo,Outside Top 5,0.8972,0.5,0.0,45.89,45.89,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,228,0,0,0
Rani Khedira,Tunisia,Union Berlin,Bundesliga,0.8336,0.6267,0.0,45.88,45.88,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,229,0,0,0
Ozan Kabak,TÃÂ¼rkiye,Hoffenheim,Bundesliga,0.8965,0.5,0.0,45.86,45.86,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,230,0,0,0
Juan Camilo Hernandez,Colombia,Real Betis,La Liga,0.9485,0.3933,0.0,45.81,45.81,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,231,0,0,0
Endrick,Brazil,Lyon,Ligue 1,0.9178,0.4533,0.0,45.78,45.78,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,232,0,0,0
Nicolas Tagliafico,Argentina,Lyon,Ligue 1,0.9102,0.4667,0.0,45.74,45.74,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,233,0,0,0
Patrik Schick,Czechia,Bayer Leverkusen,Bundesliga,0.8598,0.5667,0.0,45.73,45.73,Brentford (PL): 0.977 | Torino (serie A): 0.971,234,0,0,0
Pavel Sulc,Czechia,Lyon,Ligue 1,0.8596,0.5667,0.0,45.72,45.72,Brentford (PL): 0.977 | Torino (serie A): 0.971,236,0,0,0
Ben Doak,Scotland,Bournemouth,PL,0.9229,0.44,0.0,45.72,45.72,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,236,0,0,0
Ryan Christie,Scotland,Bournemouth,PL,0.9229,0.44,0.0,45.72,45.72,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,236,0,0,0
Nikola Moro,Croatia,Bologna,serie A,0.8846,0.5133,0.0,45.65,45.65,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,238,0,0,0
Morten Thorsby,Norway,Cremonese,Outside Top 5,0.8332,0.6133,0.0,45.59,45.59,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,239,0,0,0
Ime Okon,South Africa,Hannover,Bundesliga,0.8328,0.6133,0.0,45.58,45.58,Real Sociedad (La Liga): 0.969 | Udinese (serie A): 0.947,242,0,0,0
Mohamed Abdelmonemn,Egypt,Nice,Ligue 1,0.9062,0.4667,0.0,45.58,45.58,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,242,0,0,0
Nathanael Mbuku,Dr Congo,Montpellier,Ligue 1,0.8894,0.5,0.0,45.58,45.58,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,242,0,0,0
Arthur Masuaku,Dr Congo,Racing Lens,Ligue 1,0.8894,0.5,0.0,45.58,45.58,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,242,0,0,0
Bremer,Brazil,Juventus,serie A,0.9128,0.4533,0.0,45.58,45.58,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,242,0,0,0
Philipp Lienhart,Austria,Freiburg,Bundesliga,0.8888,0.5,0.0,45.55,45.55,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,245,0,0,0
Alexis Mac Allister,Argentina,Liverpool,PL,0.905,0.4667,0.0,45.53,45.53,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,246,0,0,0
Luc de Fougerolles,Canada,Fulham,PL,0.8344,0.6067,0.0,45.51,45.51,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,247,0,0,0
Alisson,Brazil,Liverpool,PL,0.9112,0.4533,0.0,45.51,45.51,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,247,0,0,0
Daniel Svensson,Sweden,Borussia Dortmund,Bundesliga,0.8507,0.5733,0.0,45.5,45.5,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,249,0,0,0
Reece James,England,Chelsea,PL,0.8409,0.5933,0.0,45.5,45.5,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,249,0,0,0
Aaron Wan-Bissaka,Dr Congo,West Ham,PL,0.8872,0.5,0.0,45.49,45.49,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,251,0,0,0
Martin Baturina,Croatia,Como,serie A,0.8802,0.5133,0.0,45.48,45.48,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,252,0,0,0
Noah Sadiki,Dr Congo,Sunderland,Outside Top 5,0.8855,0.5,0.0,45.42,45.42,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,253,0,0,0
Manu Kone,France,Roma,serie A,0.8353,0.6,0.0,45.41,45.41,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,254,0,0,0
Goncalo Guedes,Portugal,Real Sociedad,La Liga,0.8683,0.5333,0.0,45.4,45.4,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,255,0,0,0
Remo Freuler,Switzerland,Bologna,serie A,0.8749,0.5133,0.0,45.26,45.26,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,256,0,0,0
Ismael Kone,Canada,Sassuolo,serie A,0.8266,0.6067,0.0,45.2,45.2,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,257,0,0,0
Alvaro Fidalgo,Mexico,Real Betis,La Liga,0.808,0.64,0.0,45.12,45.12,Manchester City (PL): 0.975 | Strasbourg (Ligue 1): 0.974,258,0,0,0
Yasin Ayari,Sweden,Brighton,PL,0.8403,0.5733,0.0,45.08,45.08,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,259,0,0,0
Ernest Nuamah,Ghana,Lyon,Ligue 1,0.8136,0.62,0.0,44.94,44.94,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,260,0,0,0
Alphonso Davies,Canada,Bayern Munich,Bundesliga,0.8199,0.6067,0.0,44.93,44.93,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,262,0,0,0
Jesper Karlstrom,Sweden,Udinese,serie A,0.8367,0.5733,0.0,44.93,44.93,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,262,0,0,0
Maghnes Akliouche,France,Monaco,Ligue 1,0.8232,0.6,0.0,44.93,44.93,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,262,0,0,0
Mattias Svanberg,Sweden,Wolfsburg,Bundesliga,0.8363,0.5733,0.0,44.92,44.92,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,264,0,0,0
Renato Veiga,Portugal,Villarreal,La Liga,0.8561,0.5333,0.0,44.91,44.91,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,265,0,0,0
Takefusa Kubo,Japan,Real Sociedad,La Liga,0.8592,0.5267,0.0,44.9,44.9,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,266,0,0,0
Marin Pongracic,Croatia,Fiorentina,serie A,0.8641,0.5133,0.0,44.83,44.83,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,267,0,0,0
Yerry Mina,Colombia,Cagliari,serie A,0.9234,0.3933,0.0,44.8,44.8,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,268,0,0,0
Pathe Ciss,Senegal,Rayo Vallecano,La Liga,0.8144,0.6067,0.0,44.71,44.71,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,269,0,0,0
Ritsu Doan,Japan,Eintracht Frankfurt,Bundesliga,0.854,0.5267,0.0,44.69,44.69,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,270,0,0,0
Luca Jaquez,Switzerland,Stuttgart,Bundesliga,0.8603,0.5133,0.0,44.68,44.68,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,273,0,0,0
Nico Elvedi,Switzerland,Borussia Monchengladbach,Bundesliga,0.8603,0.5133,0.0,44.68,44.68,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,273,0,0,0
Silvan Widmer,Switzerland,Mainz,Bundesliga,0.8603,0.5133,0.0,44.68,44.68,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,273,0,0,0
Miro Muheim,Switzerland,Hamburg,Bundesliga,0.8603,0.5133,0.0,44.68,44.68,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,273,0,0,0
Yvon Mvogo,Switzerland,Lorient,Outside Top 5,0.8604,0.5133,0.0,44.68,44.68,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,273,0,0,0
Derek Cornelius,Canada,Marseille,Ligue 1,0.8135,0.6067,0.0,44.67,44.67,RB Leipzig (Bundesliga): 0.963 | Real Sociedad (La Liga): 0.917,276,0,0,0
Carl Starfelt,Sweden,Celta Vigo,La Liga,0.8293,0.5733,0.0,44.64,44.64,Real Sociedad (La Liga): 0.914 | VfB Stuttgart (Bundesliga): 0.908,277,0,0,0
Konrad Laimer,Austria,Bayern Munich,Bundesliga,0.8655,0.5,0.0,44.62,44.62,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,278,0,0,0
Torbjorn Heggem,Norway,Bologna,serie A,0.8082,0.6133,0.0,44.59,44.59,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,279,0,0,0
Augustine Boakye,Ghana,Saint-Etienne,Ligue 1,0.8048,0.62,0.0,44.59,44.59,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,279,0,0,0
Marko Farji,Iraq,Venezia,serie A,0.7972,0.6333,0.0,44.56,44.56,Mainz 05 (Bundesliga): 0.894 | Brest (Ligue 1): 0.887,281,0,0,0
Nathaniel Brown,Germany,Eintracht Frankfurt,Bundesliga,0.845,0.5333,0.0,44.47,44.47,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,282,0,0,0
Jordan Ayew,Ghana,Leicester City,PL,0.8015,0.62,0.0,44.46,44.46,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,283,0,0,0
Abdul Fatawu Issahaku,Ghana,Leicester City,PL,0.8015,0.62,0.0,44.46,44.46,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,283,0,0,0
Ryan,Australia,Levante,Outside Top 5,0.8111,0.6,0.0,44.44,44.44,VfB Stuttgart (Bundesliga): 0.924 | Atletico Madrid (La Liga): 0.892,285,0,0,0
Chemsdine Talbi,Morocco,Sunderland,Outside Top 5,0.7902,0.64,0.0,44.41,44.41,Como (serie A): 0.97 | Manchester City (PL): 0.963,286,0,0,0
Jhon Lucumi,Colombia,Bologna,serie A,0.9137,0.3933,0.0,44.41,44.41,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,286,0,0,0
Inaki Williams,Ghana,Athletic Bilbao,La Liga,0.8001,0.62,0.0,44.4,44.4,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,288,0,0,0
Ali Al-Hamadi,Iraq,Ipswich,PL,0.7927,0.6333,0.0,44.37,44.37,Mainz 05 (Bundesliga): 0.894 | Brest (Ligue 1): 0.887,289,0,0,0
Wilson Isidor,Haiti,Sunderland,Outside Top 5,0.8288,0.56,0.0,44.35,44.35,Real Sociedad (La Liga): 0.91 | RB Leipzig (Bundesliga): 0.903,290,0,0,0
Johan Manzambi,Switzerland,Freiburg,Bundesliga,0.851,0.5133,0.0,44.31,44.31,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,292,0,0,0
Ardon Jashari,Switzerland,AC Milan,serie A,0.8512,0.5133,0.0,44.31,44.31,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,292,0,0,0
Manuel Akanji,Switzerland,Inter Milan,serie A,0.8512,0.5133,0.0,44.31,44.31,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,292,0,0,0
Marc Cucurella,Spain,Chelsea,PL,0.7966,0.62,0.0,44.26,44.26,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,294,0,0,0
Tyler Bindon,New Zealand,Nottingham Forest,PL,0.8426,0.5267,0.0,44.24,44.24,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,295,0,0,0
Chris Wood,New Zealand,Nottingham Forest,PL,0.8426,0.5267,0.0,44.24,44.24,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,295,0,0,0
Breel Embolo,Switzerland,Rennes,Ligue 1,0.8487,0.5133,0.0,44.22,44.22,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,297,0,0,0
Denis Zakaria,Switzerland,Monaco,Ligue 1,0.8472,0.5133,0.0,44.16,44.16,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,298,0,0,0
Charles Pickel,Dr Congo,Espanyol,La Liga,0.8538,0.5,0.0,44.15,44.15,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,299,0,0,0
Ali Abdi,Tunisia,Nice,Ligue 1,0.7895,0.6267,0.0,44.11,44.11,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,300,0,0,0
Marc Pubill,Spain,Atletico Madrid,La Liga,0.7925,0.62,0.0,44.1,44.1,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,302,0,0,0
Alex Baena,Spain,Atletico Madrid,La Liga,0.7925,0.62,0.0,44.1,44.1,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,302,0,0,0
Marcos Llorente,Spain,Atletico Madrid,La Liga,0.7925,0.62,0.0,44.1,44.1,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,302,0,0,0
Lionel Mpasi,Dr Congo,Le Havre,Ligue 1,0.8523,0.5,0.0,44.09,44.09,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,304,0,0,0
Leo Skiri Ostigard,Norway,Genoa,serie A,0.7942,0.6133,0.0,44.04,44.04,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,305,0,0,0
Antoine Semenyo,Ghana,Manchester City,PL,0.7901,0.62,0.0,44.0,44.0,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,306,0,0,0
