name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Mahmoud Al-Mardi,Jordan,Al-Hussein,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Amer Jamous,Jordan,Al-Zawraa,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Mohammad Abualnadi,Jordan,Selangor,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Saed Al-Rosan,Jordan,Unknown,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Ehsan Haddad,Jordan,Unknown,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Abdallah Nasib,Jordan,Al-Zawraa,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Saleem Obaid,Jordan,Al-Hussein,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Mohammad Abu Hasheesh,Jordan,Al-Karma,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Mohammad Al-Dawoud,Jordan,Al-Wehdat,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Ibrahim Sabra,Jordan,Lokomotiva Zagreb,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Ali Azaizeh,Jordan,Al-Shabab,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Mohammad Abu Zrayq,Jordan,Raja Casablanca,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Noor Al-Rawabdeh,Jordan,Selangor,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Nizar Al-Rashdan,Jordan,Qatar,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Ibrahim Saadeh,Jordan,Al-Karma,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Rajaei Ayed,Jordan,Unknown,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Yazan Al-Arab,Jordan,FC Seoul,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Odeh Al-Fakhouri,Jordan,Pyramids,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Anas Banawi,Jordan,Al-Faisaly,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Husam Abu Dahab,Jordan,Unknown,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Noor Bani Attiah,Jordan,Al-Faisaly,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Yazeed Abulaila,Jordan,Al-Hussein,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Abdullah Al-Fakhouri,Jordan,Al-Wehdat,Outside Top 5,,0.5467,0.0,10.93,10.93,Brest (Ligue 1): 0.928 | Sevilla (La Liga): 0.921,798,0,0,0
Leroy Sane,Germany,Galatasaray,Outside Top 5,,0.5333,0.0,10.67,10.67,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,816,0,0,0
Rui Silva,Portugal,Sporting,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Diogo Costa,Portugal,Porto,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Francisco Trincao,Portugal,Sporting,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Joao Felix,Portugal,Al Nassr,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Cristiano Ronaldo,Portugal,Al Nassr,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Ruben Neves,Portugal,Al Hilal,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Goncalo Inacio,Portugal,Sporting,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Tomas Araujo,Portugal,Benfica,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Ricardo Velho,Portugal,Genclerbirligi,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Nelson Semedo,Portugal,Fenerbahce,Outside Top 5,,0.5333,0.0,10.67,10.67,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,816,0,0,0
Takehiro Tomiyasu,Japan,Ajax,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Yuto Nagatomo,Japan,FC Tokyo,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Joe Bell,New Zealand,Viking FK,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Tsuyoshi Watanabe,Japan,Feyenoord,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Ko Itakura,Japan,Ajax,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Shogo Taniguchi,Japan,Sint-Truiden,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Nando Pijnaker,New Zealand,Auckland FC,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Liberato Cacace,New Zealand,Wrexham,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Michael Boxall,New Zealand,Minnesota United,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Francis de Vries,New Zealand,Auckland FC,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Tim Payne,New Zealand,Wellington Phoenix,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Max Crocombe,New Zealand,Millwall,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Michael Woud,New Zealand,Auckland FC,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Alex Paulsen,New Zealand,Lechia Gdansk,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Finn Surman,New Zealand,Portland Timbers,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Tommy Smith,New Zealand,Braintree Town,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Callan Elliot,New Zealand,Auckland FC,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Junya Ito,Japan,Genk,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Keisuke Goto,Japan,Sint-Truiden,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Ayase Ueda,Japan,Feyenoord,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Daizen Maeda,Japan,Celtic,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Junosuke Suzuki,Japan,Copenhagen,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Koki Ogawa,Japan,NEC Nijmegen,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Tomoki Hayakawa,Japan,Kashima Antlers,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Keisuke Osako,Japan,Sanfrecce Hiroshima,Outside Top 5,,0.5267,0.0,10.53,10.53,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,839,0,0,0
Kosta Barbarouses,New Zealand,Western Sydney Wanderers,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Ryan Thomas,New Zealand,PEC Zwolle,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Ben Waine,New Zealand,Port Vale,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Eli Just,New Zealand,Motherwell,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Jesse Randall,New Zealand,Auckland FC,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Sarpreet Singh,New Zealand,Wellington Phoenix,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Marko Stamenic,New Zealand,Swansea City,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Matthew Garbett,New Zealand,Peterborough United,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Alex Rufer,New Zealand,Wellington Phoenix,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Callum McCowatt,New Zealand,Silkeborg IF,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Lachlan Bayliss,New Zealand,Newcastle Jets,Outside Top 5,,0.5267,0.0,10.53,10.53,VfB Stuttgart (Bundesliga): 0.916 | Atletico Madrid (La Liga): 0.898,839,0,0,0
Song Bum-keun,South Korea,Jeonbuk,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Jo Hyeon-woo,South Korea,Ulsan,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Lee Tae-seok,South Korea,Austria Wien,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Lee Ki-hyuk,South Korea,Gangwon,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Seol Young-woo,South Korea,Red Star Belgrade,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Lee Dong-gyeong,South Korea,Ulsan,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Eom Ji-sung,South Korea,Swansea City,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Paik Seung-ho,South Korea,Birmingham City,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Cho Yu-min,South Korea,Sharjah,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Lee Han-beom,South Korea,Midtjylland,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Bae Jun-ho,South Korea,Stoke City,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Kim Jin-gyu,South Korea,Jeonbuk,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Kim Seung-gyu,South Korea,FC Tokyo,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Son Heung-min,South Korea,LAFC,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Hwang In-beom,South Korea,Feyenoord,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Yang Hyun-jun,South Korea,Celtic,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Oh Hyeon-gyu,South Korea,Besiktas,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Cho Gue-sung,South Korea,Midtjylland,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Park Jin-seob,South Korea,Zhejiang,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Kim Tae-hyon,South Korea,Kashima Antlers,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Kim Moon-hwan,South Korea,Daejeon,Outside Top 5,,0.52,0.0,10.4,10.4,Bayer Leverkusen (Bundesliga): 0.975 | Lyon (Ligue 1): 0.955,868,0,0,0
Marvin Keller,Switzerland,Young Boys,Outside Top 5,,0.5133,0.0,10.27,10.27,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,884,0,0,0
Toni Fruk,Croatia,Rijeka,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Marco Pasalic,Croatia,Orlando City,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Ivan Perisic,Croatia,PSV,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Josip Sutalo,Croatia,Ajax,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Ivor Pandur,Croatia,Hull City,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Dominik Kotarski,Croatia,Copenhagen,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Petar Musa,Croatia,Dallas,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Martin Erlic,Croatia,Midtjylland,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Dominik Livakovic,Croatia,Dinamo Zagreb,Outside Top 5,,0.5133,0.0,10.27,10.27,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,884,0,0,0
Christian Fassnacht,Switzerland,Young Boys,Outside Top 5,,0.5133,0.0,10.27,10.27,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,884,0,0,0
Cedric Itten,Switzerland,Fortuna Dusseldorf,Outside Top 5,,0.5133,0.0,10.27,10.27,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,884,0,0,0
Marko Arnautovic,Austria,Red Star Belgrade,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Sasa Kalajdzic,Austria,LASK,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Alessandro Schopf,Austria,RZ Pellets WAC,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Sergio Rochet,Uruguay,Internacional,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Santiago Mele,Uruguay,Junior FC,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Guillermo Varela,Uruguay,Flamengo,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Nicolas de la Cruz,Uruguay,Flamengo,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Rodrigo Zalazar,Uruguay,Braga,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Brian Cipenga,Dr Congo,Castellon,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Theo Bongonda,Dr Congo,Spartak Moscow,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Meshack Elia,Dr Congo,Alanyaspor,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Paul Wanner,Austria,PSV,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Alexander Schlager,Austria,RB Salzburg,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Florian Wiegele,Austria,Viktoria Pilsen,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Florian Grillitsch,Austria,Braga,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Facundo Pellistri,Uruguay,Panathinaikos,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Maximiliano Araujo,Uruguay,Sporting,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Brian Rodriguez,Uruguay,Club America,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Patrick Pentz,Austria,Brondby,Outside Top 5,,0.5,0.0,10.0,10.0,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,920,0,0,0
Fernando Muslera,Uruguay,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Eren Elmali,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Caglar Soyuncu,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Simon Banza,Dr Congo,Al Jazira,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Fiston Mayele,Dr Congo,Pyramids,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Joris Kayembe,Dr Congo,Racing Genk,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Merih Demiral,TÃÂ¼rkiye,Al-Ahli,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Samet Akaydin,TÃÂ¼rkiye,Caykur Rizespor,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Mert Muldur,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Ismail Yuksek,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Matthieu Epolo,Dr Congo,Standard Liege,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Deniz Gul,TÃÂ¼rkiye,Porto,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Samuel Moutoussamy,Dr Congo,Atromitos,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Zeki Celik,TÃÂ¼rkiye,AS Roma,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Edo Kayembe,Dr Congo,Watford,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Gael Kakuta,Dr Congo,Larisa,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Timothy Fayulu,Dr Congo,Noah,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Steve Kapuadi,Dr Congo,Widzew Lodz,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Gedoon Kalulu,Dr Congo,Aris Limassol,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Dylan Batubinsika,Dr Congo,Larisa,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Aaron Tshibola,Dr Congo,Kilmarnock,Outside Top 5,,0.5,0.0,10.0,10.0,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,920,0,0,0
Irfan Can Kahveci,TÃÂ¼rkiye,Kasimpasa,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Yunus Akgun,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Oguz Aydin,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Kerem Akturkoglu,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Kaan Ayhan,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
